dimension,block_size,failures,mode,rw_ratio,read_user,read_proc,read_wall,write_user,write_proc,write_wall
6,4096,1,r,0.9,5.83265e+07,5.65166e+07,5.64601e+07,5.22297e+08,5.06089e+08,5.05583e+08
6,4096,2,l,0.1,9.26836e+08,3.68322e+08,3.67954e+08,1.02285e+08,4.0648e+07,4.06073e+07
6,4096,2,l,0.5,2.73011e+08,1.67418e+08,1.67083e+08,2.7251e+08,1.67111e+08,1.66776e+08
6,4096,2,l,0.9,3.50527e+07,2.16141e+07,2.15925e+07,3.15734e+08,1.94687e+08,1.94492e+08
6,4096,2,r,0.1,7.51631e+08,5.28925e+08,5.28396e+08,8.34535e+07,5.87266e+07,5.86678e+07
6,4096,2,r,0.5,2.10543e+08,1.30246e+08,1.30116e+08,2.10788e+08,1.30398e+08,1.30267e+08
6,4096,2,r,0.9,2.86496e+07,1.99601e+07,1.99401e+07,2.57982e+08,1.79735e+08,1.79556e+08
6,4096,3,l,0.1,3.19959e+08,9.42564e+07,9.40679e+07,3.53454e+07,1.04124e+07,1.03916e+07
6,4096,3,l,0.5,1.07193e+08,3.62674e+07,3.62312e+07,1.06694e+08,3.60985e+07,3.60624e+07
6,4096,3,l,0.9,1.72266e+07,1.69162e+07,1.68993e+07,1.55904e+08,1.53094e+08,1.52941e+08
6,4096,3,r,0.1,3.38685e+08,3.32582e+08,3.32249e+08,3.76949e+07,3.70157e+07,3.69787e+07
6,4096,3,r,0.5,1.03596e+08,1.02041e+08,1.01939e+08,1.03526e+08,1.01972e+08,1.0187e+08
6,4096,3,r,0.9,1.35309e+07,5.90537e+06,5.89947e+06,1.23018e+08,5.36896e+07,5.36359e+07
12,32,0,l,0.1,3.37673e+08,3.37673e+08,3.37335e+08,3.75086e+07,3.75086e+07,3.74711e+07
12,32,0,l,0.5,8.21938e+07,8.21938e+07,8.21116e+07,8.22071e+07,8.22071e+07,8.21248e+07
12,32,0,l,0.9,1.08727e+07,1.08727e+07,1.08619e+07,9.78971e+07,9.78971e+07,9.77992e+07
12,32,0,r,0.1,2.41525e+08,2.41525e+08,2.41283e+08,2.68397e+07,2.68397e+07,2.68128e+07
12,32,0,r,0.5,6.79316e+07,6.79316e+07,6.78637e+07,6.7931e+07,6.7931e+07,6.78631e+07
12,32,0,r,0.9,9.43973e+06,9.43973e+06,9.43029e+06,8.50041e+07,8.50041e+07,8.49191e+07
12,32,1,l,0.1,2.60578e+08,2.60578e+08,2.60317e+08,2.89515e+07,2.89515e+07,2.89225e+07
12,32,1,l,0.5,5.82571e+07,5.82571e+07,5.81989e+07,5.82519e+07,5.82519e+07,5.81937e+07
12,32,1,l,0.9,7.52324e+06,7.52324e+06,7.51572e+06,6.77384e+07,6.77384e+07,6.76706e+07
12,32,1,r,0.1,1.94418e+08,1.94418e+08,1.94224e+08,2.16066e+07,2.16066e+07,2.15849e+07
12,32,1,r,0.5,4.91132e+07,4.91132e+07,4.90641e+07,4.90951e+07,4.90951e+07,4.9046e+07
12,32,1,r,0.9,6.50576e+06,6.50576e+06,6.49925e+06,5.861e+07,5.861e+07,5.85514e+07
12,32,2,l,0.1,7.32981e+07,7.32981e+07,7.32248e+07,8.14455e+06,8.14455e+06,8.13641e+06
12,32,2,l,0.5,2.07892e+07,2.07892e+07,2.07684e+07,2.07852e+07,2.07852e+07,2.07644e+07
12,32,2,l,0.9,2.62888e+06,2.62888e+06,2.62626e+06,2.36459e+07,2.36459e+07,2.36223e+07
12,32,2,r,0.1,6.06688e+07,6.06688e+07,6.06081e+07,6.73731e+06,6.73731e+06,6.73057e+06
12,32,2,r,0.5,1.87762e+07,1.87762e+07,1.87574e+07,1.87713e+07,1.87713e+07,1.87525e+07
12,32,2,r,0.9,2.63104e+06,2.63104e+06,2.62841e+06,2.36855e+07,2.36855e+07,2.36618e+07
12,32,3,l,0.1,2.47108e+07,2.47108e+07,2.46861e+07,2.74506e+06,2.74506e+06,2.74231e+06
12,32,3,l,0.5,6.93907e+06,6.93907e+06,6.93213e+06,6.94092e+06,6.94092e+06,6.93398e+06
12,32,3,l,0.9,966320,966320,965354,8.68575e+06,8.68575e+06,8.67707e+06
12,32,3,r,0.1,2.25895e+07,2.25895e+07,2.25669e+07,2.50497e+06,2.50497e+06,2.50247e+06
12,32,3,r,0.5,6.76341e+06,6.76341e+06,6.75664e+06,6.75732e+06,6.75732e+06,6.75057e+06
12,32,3,r,0.9,1.06126e+06,1.06126e+06,1.0602e+06,9.53603e+06,9.53603e+06,9.52649e+06
12,512,0,l,0.1,2.80604e+09,2.792e+09,2.7892e+09,3.11762e+08,3.10201e+08,3.09891e+08
12,512,0,l,0.5,7.1701e+08,7.13421e+08,7.12708e+08,7.1732e+08,7.1373e+08,7.13016e+08
12,512,0,l,0.9,9.421e+07,9.38328e+07,9.3739e+07,8.49101e+08,8.45701e+08,8.44856e+08
12,512,0,r,0.1,1.49861e+09,1.4911e+09,1.48812e+09,1.66788e+08,1.65952e+08,1.65621e+08
12,512,0,r,0.5,3.59508e+08,3.57708e+08,3.57351e+08,3.59606e+08,3.57806e+08,3.57448e+08
12,512,0,r,0.9,4.60365e+07,4.58058e+07,4.57142e+07,4.14458e+08,4.12381e+08,4.11556e+08
12,512,1,l,0.1,1.65526e+09,1.64697e+09,1.64368e+09,1.83848e+08,1.82927e+08,1.82561e+08
12,512,1,l,0.5,3.22028e+08,3.21061e+08,3.2074e+08,3.21899e+08,3.20932e+08,3.20611e+08
12,512,1,l,0.9,3.91163e+07,3.89597e+07,3.89208e+07,3.51772e+08,3.50364e+08,3.50013e+08
12,512,1,r,0.1,8.43289e+08,8.39068e+08,8.38229e+08,9.36695e+07,9.32007e+07,9.31075e+07
12,512,1,r,0.5,1.75367e+08,1.74489e+08,1.7414e+08,1.75237e+08,1.74359e+08,1.7401e+08
12,512,1,r,0.9,2.14037e+07,2.12966e+07,2.12753e+07,1.92544e+08,1.9158e+08,1.91389e+08
12,512,2,l,0.1,3.76713e+08,3.75581e+08,3.7483e+08,4.18543e+07,4.17285e+07,4.16451e+07
12,512,2,l,0.5,1.02431e+08,1.0202e+08,1.01816e+08,1.02279e+08,1.01869e+08,1.01665e+08
12,512,2,l,0.9,1.37539e+07,1.36851e+07,1.36714e+07,1.23839e+08,1.2322e+08,1.23096e+08
12,512,2,r,0.1,2.37274e+08,2.36087e+08,2.3585e+08,2.63633e+07,2.62313e+07,2.62051e+07
12,512,2,r,0.5,7.00385e+07,6.9758e+07,6.96883e+07,7.00184e+07,6.9738e+07,6.96683e+07
12,512,2,r,0.9,9.68997e+06,9.65117e+06,9.64152e+06,8.78287e+07,8.7477e+07,8.73895e+07
12,512,3,l,0.1,1.30759e+08,1.30366e+08,1.30236e+08,1.45602e+07,1.45165e+07,1.45019e+07
12,512,3,l,0.5,4.11035e+07,4.09799e+07,4.08979e+07,4.10344e+07,4.09111e+07,4.08292e+07
12,512,3,l,0.9,5.87031e+06,5.83506e+06,5.82922e+06,5.27481e+07,5.24313e+07,5.23789e+07
12,512,3,r,0.1,1.01248e+08,1.00944e+08,1.00843e+08,1.12468e+07,1.12131e+07,1.12018e+07
12,512,3,r,0.5,3.08175e+07,3.06632e+07,3.06326e+07,3.08664e+07,3.07119e+07,3.06812e+07
12,512,3,r,0.9,4.66116e+06,4.63783e+06,4.63319e+06,4.18678e+07,4.16583e+07,4.16166e+07
12,1024,0,l,0.1,4.39732e+09,4.35771e+09,4.35335e+09,4.88703e+08,4.843e+08,4.83816e+08
12,1024,0,l,0.5,1.09707e+09,1.08499e+09,1.0839e+09,1.0978e+09,1.08571e+09,1.08462e+09
12,1024,0,l,0.9,1.44744e+08,1.4315e+08,1.43007e+08,1.30262e+09,1.28828e+09,1.28699e+09
12,1024,0,r,0.1,2.35545e+09,2.32715e+09,2.32483e+09,2.6157e+08,2.58428e+08,2.58169e+08
12,1024,0,r,0.5,5.31122e+08,5.25274e+08,5.24749e+08,5.31304e+08,5.25454e+08,5.24929e+08
12,1024,0,r,0.9,6.74235e+07,6.66804e+07,6.6547e+07,6.05933e+08,5.99255e+08,5.98056e+08
12,1024,1,l,0.1,2.04385e+09,2.02747e+09,2.02341e+09,2.27267e+08,2.25446e+08,2.24995e+08
12,1024,1,l,0.5,3.77354e+08,3.72443e+08,3.72071e+08,3.78014e+08,3.73095e+08,3.72722e+08
12,1024,1,l,0.9,4.56812e+07,4.53608e+07,4.52701e+07,4.10858e+08,4.07976e+08,4.0716e+08
12,1024,1,r,0.1,1.13929e+09,1.12674e+09,1.12562e+09,1.2676e+08,1.25364e+08,1.25239e+08
12,1024,1,r,0.5,2.14933e+08,2.12137e+08,2.11924e+08,2.15028e+08,2.1223e+08,2.12018e+08
12,1024,1,r,0.9,2.59018e+07,2.56425e+07,2.56169e+07,2.33401e+08,2.31064e+08,2.30833e+08
12,1024,2,l,0.1,3.7134e+08,2.06879e+08,2.06465e+08,4.11239e+07,2.29107e+07,2.28649e+07
12,1024,2,l,0.5,1.00003e+08,5.61579e+07,5.61018e+07,1.00293e+08,5.63208e+07,5.62645e+07
12,1024,2,l,0.9,1.32302e+07,8.56384e+06,8.54671e+06,1.18991e+08,7.70222e+07,7.68682e+07
12,1024,2,r,0.1,2.51479e+08,1.56829e+08,1.56672e+08,2.79172e+07,1.74098e+07,1.73924e+07
12,1024,2,r,0.5,7.61282e+07,5.441e+07,5.43556e+07,7.63637e+07,5.45783e+07,5.45237e+07
12,1024,2,r,0.9,1.04465e+07,7.52609e+06,7.51104e+06,9.41425e+07,6.78241e+07,6.76884e+07
12,1024,3,l,0.1,1.24822e+08,5.97246e+07,5.96649e+07,1.38051e+07,6.60547e+06,6.59886e+06
12,1024,3,l,0.5,3.9114e+07,1.98898e+07,1.98699e+07,3.9241e+07,1.99544e+07,1.99344e+07
12,1024,3,l,0.9,5.33403e+06,2.66435e+06,2.66168e+06,4.77915e+07,2.38718e+07,2.38479e+07
12,1024,3,r,0.1,1.24383e+08,1.23138e+08,1.23015e+08,1.37597e+07,1.3622e+07,1.36083e+07
12,1024,3,r,0.5,3.43316e+07,1.74579e+07,1.74405e+07,3.42762e+07,1.74297e+07,1.74123e+07
12,1024,3,r,0.9,4.81299e+06,2.54862e+06,2.54607e+06,4.33946e+07,2.29787e+07,2.29557e+07
12,2048,0,l,0.1,5.60543e+09,5.48199e+09,5.47651e+09,6.23156e+08,6.09433e+08,6.08823e+08
12,2048,0,l,0.5,1.42759e+09,1.39758e+09,1.39618e+09,1.42699e+09,1.39699e+09,1.3956e+09
12,2048,0,l,0.9,1.89416e+08,1.86003e+08,1.85817e+08,1.70561e+09,1.67488e+09,1.6732e+09
12,2048,0,r,0.1,3.48319e+09,3.38896e+09,3.38218e+09,3.87204e+08,3.76729e+08,3.75975e+08
12,2048,0,r,0.5,7.42986e+08,7.24393e+08,7.23668e+08,7.42732e+08,7.24145e+08,7.23421e+08
12,2048,0,r,0.9,9.24241e+07,8.98336e+07,8.97438e+07,8.30984e+08,8.07693e+08,8.06885e+08
12,2048,1,l,0.1,2.27619e+09,2.23518e+09,2.23295e+09,2.53208e+08,2.48645e+08,2.48397e+08
12,2048,1,l,0.5,3.85453e+08,3.78894e+08,3.78515e+08,3.85905e+08,3.79338e+08,3.78958e+08
12,2048,1,l,0.9,4.31458e+07,4.22388e+07,4.21966e+07,3.866e+08,3.78473e+08,3.78095e+08
12,2048,1,r,0.1,1.4049e+09,1.37255e+09,1.37118e+09,1.56059e+08,1.52466e+08,1.52313e+08
12,2048,1,r,0.5,2.44949e+08,2.38819e+08,2.3858e+08,2.44934e+08,2.38805e+08,2.38566e+08
12,2048,1,r,0.9,2.92261e+07,2.84069e+07,2.83785e+07,2.62593e+08,2.55233e+08,2.54978e+08
12,2048,2,l,0.1,3.49303e+08,1.12938e+08,1.12825e+08,3.88968e+07,1.25762e+07,1.25637e+07
12,2048,2,l,0.5,9.50575e+07,3.66338e+07,3.65971e+07,9.47655e+07,3.65212e+07,3.64847e+07
12,2048,2,l,0.9,1.31693e+07,5.22025e+06,5.21503e+06,1.18062e+08,4.67992e+07,4.67524e+07
12,2048,2,r,0.1,2.82428e+08,1.1054e+08,1.10429e+08,3.13711e+07,1.22784e+07,1.22661e+07
12,2048,2,r,0.5,8.02675e+07,3.37461e+07,3.37123e+07,8.04542e+07,3.38246e+07,3.37908e+07
12,2048,2,r,0.9,1.06574e+07,4.76862e+06,4.76385e+06,9.48595e+07,4.24446e+07,4.24022e+07
12,2048,3,l,0.1,1.56205e+08,1.53859e+08,1.53705e+08,1.7423e+07,1.71614e+07,1.71442e+07
12,2048,3,l,0.5,4.61399e+07,4.55389e+07,4.54478e+07,4.62291e+07,4.56269e+07,4.55356e+07
12,2048,3,l,0.9,5.57842e+06,1.9209e+06,1.91898e+06,5.03546e+07,1.73393e+07,1.7322e+07
12,2048,3,r,0.1,1.24636e+08,1.22762e+08,1.22517e+08,1.38426e+07,1.36346e+07,1.36073e+07
12,2048,3,r,0.5,4.03779e+07,3.92451e+07,3.91666e+07,4.0388e+07,3.92549e+07,3.91764e+07
12,2048,3,r,0.9,5.02928e+06,1.89794e+06,1.89604e+06,4.5094e+07,1.70175e+07,1.70004e+07
12,4096,0,l,0.1,6.7833e+09,6.51169e+09,6.50518e+09,7.53691e+08,7.23514e+08,7.2279e+08
12,4096,0,l,0.5,1.68619e+09,1.61354e+09,1.61031e+09,1.68786e+09,1.61514e+09,1.61191e+09
12,4096,0,l,0.9,2.23982e+08,2.14117e+08,2.13903e+08,2.01707e+09,1.92823e+09,1.9263e+09
12,4096,0,r,0.1,4.52425e+09,4.28875e+09,4.28446e+09,5.02596e+08,4.76435e+08,4.75958e+08
12,4096,0,r,0.5,9.28705e+08,8.77524e+08,8.75769e+08,9.27234e+08,8.76134e+08,8.74382e+08
12,4096,0,r,0.9,1.16021e+08,1.08239e+08,1.08131e+08,1.04111e+09,9.71288e+08,9.70317e+08
12,4096,1,l,0.1,2.45197e+09,2.35861e+09,2.35389e+09,2.72602e+08,2.62223e+08,2.61698e+08
12,4096,1,l,0.5,4.05533e+08,3.88483e+08,3.88095e+08,4.05195e+08,3.8816e+08,3.87772e+08
12,4096,1,l,0.9,4.74393e+07,4.55854e+07,4.54943e+07,4.26197e+08,4.09542e+08,4.08723e+08
12,4096,1,r,0.1,1.62256e+09,1.54135e+09,1.53981e+09,1.80051e+08,1.7104e+08,1.70869e+08
12,4096,1,r,0.5,2.69874e+08,2.56907e+08,2.5665e+08,2.69839e+08,2.56873e+08,2.56616e+08
12,4096,1,r,0.9,3.19631e+07,3.02016e+07,3.01412e+07,2.87093e+08,2.71271e+08,2.70728e+08
12,4096,2,l,0.1,3.82219e+08,1.00242e+08,1.00141e+08,4.21341e+07,1.10502e+07,1.10391e+07
12,4096,2,l,0.5,1.06611e+08,3.25817e+07,3.25165e+07,1.06856e+08,3.26564e+07,3.25911e+07
12,4096,2,l,0.9,1.34622e+07,4.24483e+06,4.24059e+06,1.22708e+08,3.86918e+07,3.86531e+07
12,4096,2,r,0.1,2.79221e+08,8.44092e+07,8.43248e+07,3.11567e+07,9.41875e+06,9.40933e+06
12,4096,2,r,0.5,8.11961e+07,2.79594e+07,2.79314e+07,8.17616e+07,2.81542e+07,2.8126e+07
12,4096,2,r,0.9,1.1697e+07,3.99268e+06,3.98868e+06,1.05795e+08,3.6112e+07,3.60759e+07
12,4096,3,l,0.1,1.46221e+08,3.80555e+07,3.80174e+07,1.63336e+07,4.25098e+06,4.24673e+06
12,4096,3,l,0.5,4.62826e+07,4.32249e+07,4.31817e+07,4.59634e+07,4.29268e+07,4.28839e+07
12,4096,3,l,0.9,6.54645e+06,6.00856e+06,5.99654e+06,5.89055e+07,5.40656e+07,5.39574e+07
12,4096,3,r,0.1,1.36403e+08,1.31487e+08,1.31356e+08,1.5256e+07,1.47062e+07,1.46915e+07
12,4096,3,r,0.5,4.12248e+07,3.9698e+07,3.96583e+07,4.15263e+07,3.99883e+07,3.99483e+07
12,4096,3,r,0.9,5.70843e+06,5.14216e+06,5.13188e+06,5.18893e+07,4.6742e+07,4.66485e+07
22,32,0,l,0.1,3.18936e+08,3.18936e+08,3.18617e+08,3.5423e+07,3.5423e+07,3.53875e+07
22,32,0,l,0.5,7.53333e+07,7.53333e+07,7.5258e+07,7.53215e+07,7.53215e+07,7.52462e+07
22,32,0,l,0.9,9.7922e+06,9.7922e+06,9.78241e+06,8.81343e+07,8.81343e+07,8.80462e+07
22,32,0,r,0.1,1.86897e+08,1.86897e+08,1.8671e+08,2.07819e+07,2.07819e+07,2.07611e+07
22,32,0,r,0.5,5.69457e+07,5.69457e+07,5.68887e+07,5.69146e+07,5.69146e+07,5.68577e+07
22,32,0,r,0.9,7.96763e+06,7.96763e+06,7.95966e+06,7.17296e+07,7.17296e+07,7.16579e+07
22,32,1,l,0.1,2.2214e+08,2.21918e+08,2.21474e+08,2.46876e+07,2.46628e+07,2.46135e+07
22,32,1,l,0.5,4.35071e+07,4.35071e+07,4.34636e+07,4.34833e+07,4.34833e+07,4.34398e+07
22,32,1,l,0.9,5.42805e+06,5.42262e+06,5.41719e+06,4.8911e+07,4.8862e+07,4.88132e+07
22,32,1,r,0.1,1.37247e+08,1.37247e+08,1.3711e+08,1.5246e+07,1.5246e+07,1.52308e+07
22,32,1,r,0.5,3.37086e+07,3.37086e+07,3.36749e+07,3.37014e+07,3.37014e+07,3.36677e+07
22,32,1,r,0.9,4.32633e+06,4.32633e+06,4.32201e+06,3.88737e+07,3.88737e+07,3.88348e+07
22,32,2,l,0.1,4.17304e+07,4.17304e+07,4.16887e+07,4.63964e+06,4.63964e+06,4.635e+06
22,32,2,l,0.5,1.17627e+07,1.17627e+07,1.17509e+07,1.17697e+07,1.17697e+07,1.17579e+07
22,32,2,l,0.9,1.58203e+06,1.58203e+06,1.58045e+06,1.42278e+07,1.42278e+07,1.42136e+07
22,32,2,r,0.1,3.291e+07,3.291e+07,3.28771e+07,3.65795e+06,3.65795e+06,3.65429e+06
22,32,2,r,0.5,1.00675e+07,1.00675e+07,1.00575e+07,1.00856e+07,1.00856e+07,1.00756e+07
22,32,2,r,0.9,1.4247e+06,1.4247e+06,1.42327e+06,1.28629e+07,1.28629e+07,1.285e+07
22,32,3,l,0.1,1.02912e+07,1.02912e+07,1.02707e+07,1.14533e+06,1.14533e+06,1.14304e+06
22,32,3,l,0.5,2.98175e+06,2.98175e+06,2.98175e+06,2.97492e+06,2.97492e+06,2.97492e+06
22,32,3,l,0.9,414749,414334,413920,3.72752e+06,3.72379e+06,3.72007e+06
22,32,3,r,0.1,9.85553e+06,9.85553e+06,9.83582e+06,1.09651e+06,1.09651e+06,1.09432e+06
22,32,3,r,0.5,2.99153e+06,2.99153e+06,2.98854e+06,2.99315e+06,2.99315e+06,2.99016e+06
22,32,3,r,0.9,376722,376722,376346,3.39093e+06,3.39093e+06,3.38754e+06
22,512,0,l,0.1,2.95245e+09,2.92881e+09,2.92588e+09,3.27843e+08,3.25218e+08,3.24893e+08
22,512,0,l,0.5,6.805e+08,6.74369e+08,6.73695e+08,6.80807e+08,6.74674e+08,6.73999e+08
22,512,0,l,0.9,8.75032e+07,8.67149e+07,8.66282e+07,7.88506e+08,7.81403e+08,7.80621e+08
22,512,0,r,0.1,1.41403e+09,1.39846e+09,1.39706e+09,1.57053e+08,1.55324e+08,1.55168e+08
22,512,0,r,0.5,3.33235e+08,3.3023e+08,3.2957e+08,3.32961e+08,3.29958e+08,3.29298e+08
22,512,0,r,0.9,4.24528e+07,4.19854e+07,4.19434e+07,3.82369e+08,3.78159e+08,3.77781e+08
22,512,1,l,0.1,1.21718e+09,1.20621e+09,1.20501e+09,1.35285e+08,1.34066e+08,1.33932e+08
22,512,1,l,0.5,1.94773e+08,1.93018e+08,1.92825e+08,1.94889e+08,1.93134e+08,1.92941e+08
22,512,1,l,0.9,2.32578e+07,2.30483e+07,2.30252e+07,2.0932e+08,2.07435e+08,2.07227e+08
22,512,1,r,0.1,6.34053e+08,6.2897e+08,6.27712e+08,7.04743e+07,6.99093e+07,6.97695e+07
22,512,1,r,0.5,1.13189e+08,1.1183e+08,1.11718e+08,1.13165e+08,1.11806e+08,1.11694e+08
22,512,1,r,0.9,1.36656e+07,1.35288e+07,1.35153e+07,1.22912e+08,1.21682e+08,1.2156e+08
22,512,2,l,0.1,1.6922e+08,5.50516e+07,5.49966e+07,1.87209e+07,6.09039e+06,6.0843e+06
22,512,2,l,0.5,4.63759e+07,1.76869e+07,1.76692e+07,4.64436e+07,1.77127e+07,1.7695e+07
22,512,2,l,0.9,6.20403e+06,2.52136e+06,2.51884e+06,5.54293e+07,2.25268e+07,2.25043e+07
22,512,2,r,0.1,1.21443e+08,4.92336e+07,4.91844e+07,1.35466e+07,5.49188e+06,5.48639e+06
22,512,2,r,0.5,3.6559e+07,1.61021e+07,1.6086e+07,3.66768e+07,1.61539e+07,1.61378e+07
22,512,2,r,0.9,4.94458e+06,2.27679e+06,2.27451e+06,4.45152e+07,2.04975e+07,2.0477e+07
22,512,3,l,0.1,5.54467e+07,2.25894e+07,2.25668e+07,6.19608e+06,2.52433e+06,2.5218e+06
22,512,3,l,0.5,1.66197e+07,7.27009e+06,7.26282e+06,1.66057e+07,7.26394e+06,7.25668e+06
22,512,3,l,0.9,2.3489e+06,1.0322e+06,1.03117e+06,2.09238e+07,9.19473e+06,9.18554e+06
22,512,3,r,0.1,4.8539e+07,2.11842e+07,2.1163e+07,5.36062e+06,2.33957e+06,2.33723e+06
22,512,3,r,0.5,1.48347e+07,6.94957e+06,6.94262e+06,1.48432e+07,6.95356e+06,6.94661e+06
22,512,3,r,0.9,2.01697e+06,932773,931840,1.82332e+07,8.43216e+06,8.42373e+06
22,1024,0,l,0.1,4.5823e+09,4.49515e+09,4.49066e+09,5.09001e+08,4.99321e+08,4.98821e+08
22,1024,0,l,0.5,1.05729e+09,1.04035e+09,1.03931e+09,1.05761e+09,1.04068e+09,1.03963e+09
22,1024,0,l,0.9,1.37123e+08,1.3479e+08,1.34655e+08,1.23481e+09,1.2138e+09,1.21258e+09
22,1024,0,r,0.1,2.20344e+09,2.15712e+09,2.15496e+09,2.4487e+08,2.39722e+08,2.39482e+08
22,1024,0,r,0.5,5.06996e+08,4.96339e+08,4.95842e+08,5.06748e+08,4.96096e+08,4.956e+08
22,1024,0,r,0.9,6.41262e+07,6.27126e+07,6.25872e+07,5.7691e+08,5.64193e+08,5.63065e+08
22,1024,1,l,0.1,1.40111e+09,1.37727e+09,1.37589e+09,1.55676e+08,1.53026e+08,1.52873e+08
22,1024,1,l,0.5,2.10672e+08,2.07087e+08,2.0688e+08,2.10451e+08,2.0687e+08,2.06663e+08
22,1024,1,l,0.9,2.42693e+07,2.3832e+07,2.38082e+07,2.19391e+08,2.15438e+08,2.15223e+08
22,1024,1,r,0.1,7.91177e+08,7.76908e+08,7.75354e+08,8.79275e+07,8.63417e+07,8.6169e+07
22,1024,1,r,0.5,1.32529e+08,1.30009e+08,1.29879e+08,1.32688e+08,1.30164e+08,1.30034e+08
22,1024,1,r,0.9,1.59623e+07,1.56427e+07,1.56271e+07,1.43087e+08,1.40222e+08,1.40082e+08
22,1024,2,l,0.1,1.77976e+08,4.43604e+07,4.43161e+07,1.98734e+07,4.95343e+06,4.94848e+06
22,1024,2,l,0.5,4.75468e+07,1.43735e+07,1.43591e+07,4.73393e+07,1.43108e+07,1.42965e+07
22,1024,2,l,0.9,6.49466e+06,2.02186e+06,2.01984e+06,5.90845e+07,1.83937e+07,1.83753e+07
22,1024,2,r,0.1,1.2669e+08,3.85523e+07,3.85138e+07,1.41578e+07,4.30828e+06,4.30397e+06
22,1024,2,r,0.5,3.97296e+07,1.30841e+07,1.30711e+07,3.94069e+07,1.29778e+07,1.29649e+07
22,1024,2,r,0.9,5.51569e+06,1.91225e+06,1.90843e+06,4.94225e+07,1.71345e+07,1.71002e+07
22,1024,3,l,0.1,6.71886e+07,2.13201e+07,2.12988e+07,7.45033e+06,2.36412e+06,2.36175e+06
22,1024,3,l,0.5,1.8572e+07,6.64348e+06,6.6302e+06,1.85117e+07,6.62194e+06,6.60869e+06
22,1024,3,l,0.9,2.46391e+06,919960,919040,2.19803e+07,8.20686e+06,8.19866e+06
22,1024,3,r,0.1,6.03368e+07,5.9309e+07,5.91904e+07,6.66018e+06,6.54673e+06,6.53363e+06
22,1024,3,r,0.5,1.7579e+07,1.72622e+07,1.7245e+07,1.75635e+07,1.72471e+07,1.72298e+07
22,1024,3,r,0.9,2.20974e+06,862661,861798,2.0109e+07,7.85036e+06,7.84251e+06
22,2048,0,l,0.1,5.78499e+09,5.5881e+09,5.58251e+09,6.42417e+08,6.20553e+08,6.19932e+08
22,2048,0,l,0.5,1.39872e+09,1.34832e+09,1.34697e+09,1.39946e+09,1.34903e+09,1.34768e+09
22,2048,0,l,0.9,1.83429e+08,1.77737e+08,1.77559e+08,1.64891e+09,1.59774e+09,1.59614e+09
22,2048,0,r,0.1,3.3297e+09,3.18305e+09,3.17987e+09,3.69756e+08,3.53471e+08,3.53117e+08
22,2048,0,r,0.5,7.16314e+08,6.81896e+08,6.81214e+08,7.16727e+08,6.8229e+08,6.81608e+08
22,2048,0,r,0.9,8.89002e+07,8.48067e+07,8.47219e+07,7.98274e+08,7.61517e+08,7.60755e+08
22,2048,1,l,0.1,1.45527e+09,1.40861e+09,1.40579e+09,1.61627e+08,1.56445e+08,1.56132e+08
22,2048,1,l,0.5,2.17294e+08,2.09464e+08,2.09254e+08,2.1716e+08,2.09335e+08,2.09125e+08
22,2048,1,l,0.9,2.52004e+07,2.43175e+07,2.42932e+07,2.2611e+08,2.18188e+08,2.1797e+08
22,2048,1,r,0.1,9.03571e+08,8.66488e+08,8.65621e+08,1.00204e+08,9.60914e+07,9.59953e+07
22,2048,1,r,0.5,1.39841e+08,1.34516e+08,1.34247e+08,1.39906e+08,1.34579e+08,1.34309e+08
22,2048,1,r,0.9,1.64268e+07,1.56697e+07,1.56383e+07,1.48551e+08,1.41704e+08,1.4142e+08
22,2048,2,l,0.1,1.52404e+08,3.84442e+07,3.84057e+07,1.68537e+07,4.25139e+06,4.24714e+06
22,2048,2,l,0.5,4.01532e+07,1.25931e+07,1.2568e+07,3.99602e+07,1.25326e+07,1.25075e+07
22,2048,2,l,0.9,5.60753e+06,1.78498e+06,1.78319e+06,5.04658e+07,1.60642e+07,1.60481e+07
22,2048,2,r,0.1,1.32289e+08,3.77402e+07,3.77025e+07,1.47492e+07,4.20773e+06,4.20352e+06
22,2048,2,r,0.5,3.82811e+07,1.0921e+07,1.09101e+07,3.83565e+07,1.09426e+07,1.09316e+07
22,2048,2,r,0.9,4.74493e+06,1.63389e+06,1.63226e+06,4.27639e+07,1.47255e+07,1.47108e+07
22,2048,3,l,0.1,7.52378e+07,7.14721e+07,7.14007e+07,8.41644e+06,7.9952e+06,7.9872e+06
22,2048,3,l,0.5,2.06068e+07,1.91216e+07,1.91025e+07,2.04409e+07,1.89677e+07,1.89487e+07
22,2048,3,l,0.9,2.3181e+06,800545,799744,2.08142e+07,7.18809e+06,7.1809e+06
22,2048,3,r,0.1,6.33398e+07,6.09939e+07,6.09329e+07,7.05155e+06,6.79038e+06,6.78359e+06
22,2048,3,r,0.5,1.53881e+07,5.39122e+06,5.38583e+06,1.54642e+07,5.41787e+06,5.41245e+06
22,2048,3,r,0.9,2.06667e+06,748883,748134,1.86475e+07,6.75717e+06,6.75041e+06
22,4096,0,l,0.1,7.07143e+09,6.57543e+09,6.56228e+09,7.85006e+08,7.29946e+08,7.28486e+08
22,4096,0,l,0.5,1.66001e+09,1.53705e+09,1.53551e+09,1.65778e+09,1.53498e+09,1.53344e+09
22,4096,0,l,0.9,2.11808e+08,1.96315e+08,1.95922e+08,1.90859e+09,1.76898e+09,1.76544e+09
